"Rtalias"	"``"	"From"	"F_F"	"F_L"	"To"	"T_F"	"T_L"	"AM"	"NOON"	"PM"	"Schedule"	"Primary"			
"2770"	277	"Kandivli Station(W)"			"P.Thakre Nagar Bus Station"	5.35	6.20				"Mon-Sat"	2			
"2770"	277	"Kandivli Station(W)"	6.30	24.15	"Gorai Depot"	6.53	23.53				"Mon-Sat"	2			
"2770"	277	"Kandivli Station(W)"	5.55	22.15	"Borivli Station(W)"	6.22	22.35	9	10	8	"Sun-Hol"	4			
"2770"	277	"Kandivli Station(W)"	22.30	23.00	"P.Thakre Nagar Bus Station"	5.55	6.15				"Sun-Hol"	4			
"2770"	277	"Kandivli Station(W)"			"P.Thakre Nagar Bus Station"	22.50	1.20				"Sun-Hol"	4			
"2784"	"278R"	"Poisar Depot "	6.20	21.42	"Malvani MHADA Colony"	6.45	22.25	15	20	17	"Mon-Sat-Hol"	2			
"2784"	"278R"	"Poisar Depot "	7.10	21.30	"Malvani MHADA Colony"	7.40	22.10	24	23	23	"Sunday"	4			
"2790"	279	"Kandivli Station(W)Bajaj Rd."	5.30	1.00	"P.Thakre Nagar Bus Stn."	5.10	0.35	12	17	19	"Mon-Sat"	2			
2790	"279Ext"	"Kandivli Station(W)K.N.Rd."	7.35	10.54	"Gorai Depot"	7.02	11.28	68		68	"Mon-Sat"	2			
2790	"279Ext"	"Kandivli Station(W)K.N.Rd."	16.42	22.00	"Gorai Depot"	17.20	22.35				"Mon-Sat"	2			
"2790"	279	"Kandivli Station(W)Bajaj Rd."	5.45	1.00	"P.Thakre Nagar Bus Stn."	5.25	24.35	18	27	30	"Sun-Hol"	4			
"2800"	280	"kandivli Stn.(W)"	6.35	0.30	"Mahavir Nagar Extn."	6.20	0.17	7	8	9	"Mon-Fri"	2			
"2800"	280	"kandivli Stn.(W)"	6.35	0.30	"Mahavir Nagar Extn."	6.20	0.13	12	12	10	"Sat-Hol"	3			
"2800"	280	"Kandivli Stn(W)"	6.35	0.30	"Mahavir Nagar Extn."	6.20	0.17	15	15	12	"Sunday"	4			
"2810"	281	"Pushpa Park"	6.00	0.25	"Kandivli Station(W)"	5.45	23.40	17	16	18	"Mon-Sat"	2			
"2810"	281	"Pushpa Park"	6.00	0.25	"Kandivli Station(W)"	5.45	23.40	18	20	28	"Holiday"	4			
"2810"	281	"Pushpa Park"	6.00	0.20	"Kandivli Station(W)"	6.20	23.40	18	19	20	"Sunday"	4			
"2820"	282	"Kandivli Bus Station(E)"	4.30	0.45	"Damu Nagar Extn"	4.43	0.45	6	7	9	"Mon-Sat"	2			
"2820"	282	"Kandivli Bus Station(E)"	4.30	0.45	"Damu Nagar Extn"	4.43	0.40	9	12	10	"Holiday"	4			
"2820"	282	"Kandivli Bus Station(E)"	4.30	0.45	"Damu Nagar Extn"	4.43	0.40	12	12	13	"Sunday"	4			
"2830"	283	"Kandivli Station(W)"	6.15	23.00	"Santosh Nagar"	6.00	22.40	8	12	15	"Mon-Fri"	2			
"2830"	283	"Kandivli Station(W)"	6.15	23.00	"Santosh Nagar"	6.00	22.40	13	15	15	"Sat-Sun"	3			
"2830"	283	"Kandivli Station(W)"	6.15	23.00	"Santosh Nagar"	6.00	22.40	12	12	10	"Holiday"	4			
"2844"	"284R"	"Borivli Stn(W)"	6.10	22.35	"Saibaba Nagar"	6.25	22.50	7	8	9	"Mon-Sat"	2			
"2844"	"284R"	"Borivli Stn.(W)"	6.10	22.10	"Saibaba Nagar"	6.28	22.28	15	23	15	"Sun-Hol"	4			
"2854"	"285R"	"Kandivli Station(W)"	6.45	22.40	"Via Ekta Bhumi"	6.30	22.53	36	18	19	"All Days"	1			
"2860"	286	"Kandivli Station(W)"	6.15	23.05	"Charkop Village"	6.00	23.20	13	17	13	"Mon-Sat"	2			
"2860"	286	"Kandivli Station(W)"	6.53	22.55	"Charkop Village"	6.35	23.12	12	13	15	"Sun-Hol"	4			
"2870"	287	"Kandivli Bus Station(E)"	4.50	0.30	"E.S.I.S.Hospital/Thakur Village"	5.05	0.15	6	7	5	"Mon-Sat"	2			
"2870"	287	"Kandivli Bus Station(E)"	7.00	9.39	"Thakur Cinema"	7.15	9.57				"Mon-Sat"	2			
"2870"	287	"Kandivli Bus Station(E)"	5.10	0.30	"E.S.I.S.Hospital/Thakur Village"	5.25	0.10	7	9	7	"Sun-Hol"	4			
"2880"	288	"Kandivli Bus Station(E)"	5.17	24.00	"Kranti Nagar"	5.30	23.45	5	7	5	"Mon-Sat-Hol"	2			
"2880"	288	"Kandivli Bus Station(E)"	7.03	23.38	"Kranti Nagar"	7.19	23.23				"Mon-Sat"	2			
"2880"	288	"Kandivli Bus Station(E)"	5.30	24.00	"Kranti Nagar"	5.45	23.45	6	5	8	"Sunday"	4			
"2894"	"289R"	"Kandivli Bus Station(E)"	5.20	23.25	"Green Hill(Anita Nagar)"	5.33	23.05	7	7	9	"Mon-Sat"	2			
"2894"	"289R"	"Kandivli Bus Station(E)"	5.35	23.35	"Green Hill(Anita Nagar)"	5.49	23.14	9	12	10	"Holiday"	4			
"2894"	"289R"	"Kandivli Bus Station(E)"	5.35	23.35	"Green Hill(Anita Nagar)"	5.49	23.15	12	13	13	"Sunday"	4			
"2901"	"290Ltd"	"Seepz Bus Station"	7.05	22.40	"Poisar Depot"	6.00	21.00	27	36	27	"Mon-Sat"	2			
"2901"	"290Ltd"	"Seepz Bus Station"	7.15	22.35	"Poisar Depot"	6.00	21.00	30	32	32	"Sun-Hol"	4			
"2914"	"291R"	"Kandivli Stataion(W)"	6.15	13.05	"Industrial Estate"	6.35	13.00	28		27	"Mon-Sat-Hol"	2			
"2914"	"291R"		16.40	21.30		17.04	22.10				"Mon-Sat-Hol"	2			
"2920"	292	"Borivli Station(W)"	7.37	11.04	"Shimpoli Village"	7.20	11.04	16		15	"Mon-Sat"	2			
"2920"	292		16.40	20.11		16.55	19.54				"Mon-Sat"	2			
"2930"	293	"Borivli Stn(E)"	6.15	23.25	"Jagardev Compound"	6.00	23.05	10	16	12	"Mon-Sat-Hol"	2			
"2930"	293	"Borivli Stn(E)"	7.00	22.30	"Jagardev Compound"	6.45	22.05	9	14	16	"Sunday"	4			
"2944"	"294R"	"Borivli Bus Station(W)"	6.15	22.45	"Shimpoli Telephone Exchange"	" "	" "	14	18	12	"Mon-Sat"	2			
"2944"	"294R"	"Borivli Bus Station(W)"	6.35	22.35	"Shimpoli Telephone Exchange"	" "	" "	10	9	10	"Sun-Hol"	4			
"2950"	295	"Kandivli Stn(W)"	6.45	21.05	"Dattani Gram/Kandivli(W)"	7.00	21.20		32	36	"All Days"	1			
"2964"	"296R"	"Shanti Ashram"	6.05	21.45	"Shanti Ashram Via Mahaveer Ext"	6.00	22.15	15	19	16	"Mon-Sat-Hol"	2			
"2964"	"296R"	"Shanti Ashram"	6.10	21.40	"Shanti Ashram Via Mahaveer Ext"	6.00	21.36	15	16	17	"Sunday"	4			
"2970"	297	"Borivli Station(E)"	5.50	0.35	"Kokanipada Extn."	5.30	0.15	5	7	8	"Mon-Sat"	2			
"2970"	297	"Borivli Station(E)"	5.45	0.35	"Kokanipada Extn."	5.30	0.15	9	10	11	"Sun-Hol"	4			
"2980"	298	"Borivli Station(E)"	4.55	1.10	"Rawalpada"	4.40	0.46	6	7	5	"Mon-Sat"	2			
"2980"	298	"Borivli Station(E)"	4.55	1.10	"Rawalpada"	4.40	0.51	6	5	5	"Sun-Hol"	4			
"2990"	299	"Borivli Station(E)"	6.24	21.45	"Jai Maharashtra Nagar"	6.15	22.00	11	12	16	"All Days"	1			
"3004"	"300R"	"Kandivli Bus Station(E)"	5.15	0.05	"Sanskriti Apartment Extn"	5.30	23.41	6	8	10	"Mon-Fri"	2			
"3004"	"300R"	"Kandivli Bus Station(E)"	5.15	0.05	"Sanskriti Apartment Extn"	5.30	23.45	8	10	8	"Saturday"	3			
"3004"	"300R"	"Kandivli Bus Station(E)"	5.15	0.05	"Sanskriti Apartment Extn"	5.30	23.45	10	11	12	"Sun-Hol"	4			
"3010"	301	"Borivli Station(E)/Kasturba Rd"	6.00	23.50	"Hanuman Tekdi"	5.45	0.04	4	5	7	"Mon-Sat"	2			
"3010"	301	"Borivli Station(E)/Kasturba Rd"	6.32	23.50	"Hanuman Tekdi"	6.15	0.05	8	7	6	"Holiday"	4			
"3010"	301	"Borivli Station(E)/Kasturba Rd"	6.32	23.50	"Hanuman Tekdi"	6.15	24.05	8	6	8	"Sunday"	4			
"3020"	302	"Prateeksha Nagar Depot "	4.50	23.45	"M.P.Chk.(Mulund)"	6.15	1.05	15	21	18	"Mon-Sat"	2			
"3020"	302	"Prateeksha Nagar Depot"	4.50	23.45	"M.P.Chk.(Mulund)"	6.15	1.05	15	20	17	"Sun-Hol"	4			
"3030"	303	"Bandra Terminus"	6.00	9.50	"MHADA Bus Station(Mulund-E)"	6.25	11.40	13	18	15	"Mon-Sat"	2			
"3030"	303	"Bandra Terminus"	16.09	19.00	"MHADA Bus Station(Mulund-E)"	18.05	20.55				"Mon-Sat"	2			
"3030"	303	"Kalanagar"	5.20	5.40	"MHADA Bus Station(Mulund-E)"						"Mon-Sat"	2			
"3030"	303	"Bandra Terminus"	10.05	15.55	"Mulund Rly Station(W)"	11.50	17.40				"Mon-Sat"	2			
"3030"	303	"Bandra Terminus"	19.20	22.00	"Gavanpada"						"Mon-Sat"	2			
"3030"	303	"Kalanagar"	" "	" "	"Gavanpada"	21.07	23.35				"Mon-Sat"	2			
"3030"	303	"Bandra Terminus"	6.15	19.10	"MHADA Bus Station(Mulund-E)"	6.35	20.50	18	18	17	"Sun-Hol"	4			
"3030"	303	"Kalanagar"	5.30	5.53	"MHADA Bus Station(Mulund-E)"	" "	" "				"Sun-Hol"	4			
"3030"	303	"Bandra Terminus"	19.26	22.00	"Gavanpada"						"Sun-Hol"	4			
"3030"	303	"Kalanagar"			"Gavanpada"	21.10	22.10				"Sun-Hol"	4			
"3040"	304	"Santacruz Depot"	6.30	11.55	"Kurla Stn.(W)"	7.25	12.55	40		33	"All Days"	1			
"3040"	304	" "	15.45	20.05	" "	16.50	21.05				"All Days"	1			
"3050"	305	"Ghatkopar Depot"	5.25	6.18	"Vasantrao Naik Chowk"	6.30	7.30	23	25	30	"Mon-Fri"	2			
"3050"	305	"Ghatkopar Depot"	21.10	" "	"Vasantrao Naik Chowk"	23.00	" "				"Mon-Fri"	2			
"3050"	305	"Ghatkopar Depot"	6.35	20.40	"Tardeo Bus Stn."	7.50	22.40				"Mon-Fri"	2			
"3050"	305	"Ghatkopar Depot"	11.15	13.46	"Com.P.K.Kurne Chowk"	12.35	15.10				"Mon-Fri"	2			
"3050"	305	"Ghatkopar Depot"	6.00	6.18	"Vasantrao Naik Chowk"	7.10	7.30	22	23	25	"Saturday"	3			
"3050"	305	"Ghatkopar Depot"	21.10		"Vasantrao Naik Chowk"	23.00					"Saturday"	3			
"3050"	305	"Ghatkopar Depot"	6.35	20.40	"Tardeo Bus Stn."	7.50	22.40				"Saturday"	3			
"3050"	305	"Ghatkopar Depot"	11.15	13.45	"Com.P.K.Kurne Chowk"	12.35	15.10				"Saturday"	3			
"3050"	305	"Ghatkopar Depot"	5.25	6.17	"Vasantrao Naik Chowk"	6.30	7.30	25	23	22	"Sun-Hol"	4			
"3050"	305	"Ghatkopar Depot"	21.10	21.30	"Vasantrao Naik Chowk"	22.45	23.05				"Sun-Hol"	4			
"3050"	305	"Ghatkopar Depot"	6.35	21.50	"Tardeo Bus Stn."	7.50	23.35				"Sun-Hol"	4			
"3061"	"306Ltd"	"Santacruz Station(E)"	6.40	20.10	"Mulund Stn.(W)"	6.40	18.25	19	26	30	"Mon-Fri"	2			
"3061"	"306Ltd"	"Santacruz Station(E)"	6.40	20.00	"Mulund Stn.(W)"	6.40	18.05	24	28	" "	"Saturday"	3			
"3061"	"306Ltd"	"Santacruz Station(E)"	6.40	20.00	"Mulund Stn.(W)"	7.10	18.25	24	28	" "	"Sun-Hol"	4			
"3070"	307	"Vaishali Nagar(Mulund)"	6.00	0.40	"Marol Depot"	4.55	23.35	23	26	27	"Mon-Sat"	2			
"3070"	307	"Vaishali Nagar(Mulund)"	6.00	0.40	"Marol Depot"	5.00	23.35	41	33	36	"Sunday"	4			
"3070"	307	"Vaishali Nagar(Mulund)"	6.00	0.40	"Marol Depot"	4.50	23.35	25	28	31	"Holiday"	4			
"3080"	308	"Vidyavihar Bus Station"	6.15	23.30	"Majas Depot"	5.10	22.10	22	29	26	"Mon-Sat"	2			
"3080"	308	"Chh.Shivaji Int.Air-Port"	8.40	19.16	"Agarkar Chowk"	9.07	19.50	17	21		"Mon-Sat"	2			
3082	"308Ext"	"Vidyavihar Bus Station"	16.04	21.00	"Sahara Cargo Complex"	17.08	22.05		30	25	"Mon-Sat"	2			
3082	"308Ext"	"Vidyavihar Bus Station"	7.30	12.00	"Sahara Cargo Complex"	18.25	12.55	27			"Mon-Sat"	2			
3082	"308Ext"	"Vidyavihar Bus Station"	6.40	23.30	"Majas Depot"	5.30	22.10	23	22	23	"Sunday"	4			
3082	"308Ext"	"Vidyavihar Bus Station"	6.15	23.30	"Majas Depot"	5.10	22.10	23	22	23	"Holiday"	4			
"3091"	"309Ltd"	"Kurla Station(W)"	6.45	22.45	"Gorai Depot"	5.10	21.05	21	27	25	"Mon-Sat"	2			
"3091"	"309Ltd"	"Kurla Station(W)"	6.35	22.30	"Gorai Depot"	5.10	20.55	28	26	27	"Sunday"	4			
"3091"	"309Ltd"	"Kurla Station(W)"	6.45	22.40	"Gorai Depot"	5.10	20.55	31	31	29	"Holiday"	4			
"3100"	310	"Kurla Station(W)"	5.10	0.50	"Bandra Terminus"	5.30	0.20	3	4	5	"Mon-Fri"	2			
"3100"	310	"Telephone Store"	18.06	19.38	"Bandra Terminus"	17.42	19.14				"Mon-Fri"	2			
"3100"	310	"Kurla Station(W)"	17.38	19.13	"Family Court"	18.03	19.38				"Mon-Fri"	2			
"3100"	310	"Kurla Station(W)"	5.10	0.50	"Bandra Terminus"	5.30	0.20	3	4	5	"Saturday"	3			
"3100"	310	"Kurla Station(W)"	5.10	1.00	"Bandra Terminus"	5.35	0.30	4	4	4	"Sunday"	4			
"3100"	310										"Sunday"	4			
"3100"	310	"Kurla Station(W)"	5.10	1.00	"Bandra Terminus"	5.30	0.30	5	5	5	"Holiday"	4			
"3110"	311	"Santacruz Statin(E)"	5.10	1.07	"Air-India Colony"	5.25	1.20	11	15	11	"All Days"	1			
"3110"	311	"Kurla Station(W)"	6.20	0.15	"Air-India Colony"	6.45	1.38	18	27	20	"Mon-Sat"	2			
"3110"	311	"Kurla Station(W)"	6.15	1.15	"Air-India Colony"	6.40	1.38	27	27	20	"Sun-Hol"	4			
"3120"	312	"Prateeksha Nagar Depot"	4.50	22.45	"SEEPZ Bus Station"	6.05	0.10	19	9	8	"Mon-Sat"	2			
"3120"	312	"Prateeksha Nagar Depot"	4.50	22.45	"SEEPZ Bus Station"	6.05	0.10	21	21	21	"Sun-Hol"	4			
"3130"	313	"Kurla Station(W)"	5.15	0.45	"Santacruz Station(E)"	4.55	0.15	4	4	5	"Mon-Fri"	2			
"3130"	313	"Kalina"	8.50	10.50	"Santacruz Station(E)"	8.40	10.40				"Mon-Fri"	2			
"3130"	313	"Kalina"	17.06	20.00	"Santacruz Station(E)"	16.55	19.48				"Mon-Fri"	2			
"3130"	313	"Kurla Station(W)"	5.15	0.45	"Santacruz Station(E)"	4.55	0.15	4	5	5	"Saturday"	3			
"3130"	313	"Kalina"	8.50	10.50	"Santacruz Station(E)"	8.40	10.40				"Saturday"	3			
"3130"	313	"Kalina"	17.06	19.26	"Santacruz Station(E)"	16.55	19.15				"Saturday"	3			
"3130"	313	"Kurla Station(W)"	5.15	0.40	"Santacruz Station(E)"	4.55	0.10	5	5	4	"Sun-Hol"	4			
"3130"	313										"Sun-Hol"	4			
"3140"	314	"Shravane Yashwante Chowk"	8.40		"Raja Shivaji Vidyalaya"	15.15					"Mon-Sat"	2			
"3140"	314		9.00			16.10					"Mon-Sat"	2			
"3140"	314		15.40								"Mon-Sat"	2			
"3150"	315	"Maheshwari Udyan"	5.50	20.45	"Santacruz Station(E)"	6.40	21.50	52	49	49	"Mon-Sat-Hol"	2			
"3150"	315	"Maheshwari Udyan"	8.15	20.45	"Santacruz Station(E)"	9.05	21.35	48	48	53	"Sunday"	4			
"3160"	316	"Bandra Terminus"	6.40	22.32	"Bandra Colony Bus Stn"	6.15	22.10	9	8	6	"Mon-Fri"	2			
"3160"	316	"Bandra Terminus"	6.40	22.23	"Bandra Colony Bus Stn"	6.15	22.00	11	6	11	"Saturday"	3			
"3160"	316	"Bandra Terminus"	7.24	22.32	"Bandra Colony Bus Stn"	7.00	22.00	18	18	17	"Sun-Hol"	4			
"3170"	317	"Bandra Terminus"	5.45	23.50	"Tata Colony(Bandra)"	5.20	0.10	10	18	10	"All Days"	1			
"3180"	318	"Kurla Station(W)"	7.30	19.45	"Santacruz Station(E)"	7.35	19.00	18	29	29	"Mon-Fri"	2			
"3180"	318	"Kurla Station(W)"	8.30	20.10	"Vidyanagari Plot No.4"	8.50	20.30	21	" "	23	"Mon-Sat"	2			
"3180"	318	"Kurla Station(W)"	8.00	19.45	"Santacruz Station(E)"	7.35	19.05	18	21	24	"Saturday"	3			
"3190"	319	"Agarkar Chowk"	6.40	23.25	"MHADA Colony(Chandivli)"	6.05	23.06	16	16	18	"Mon-Sat-Hol"	2			
"3190"	319	"Agarkar Chowk"	6.40	23.20	"MHADA Colony(Chandivli)"	6.05	22.55	14	15	17	"Sunday"	4			
"3200"	320	"Kurla Station(W)"	4.55	24.00	"Filterpada"	4.55	0.30	7	12	8	"Mon-Sat"	2			
"3200"	320	"Kurla Station(W)"	4.55	24.00	"Filterpada"	4.55	0.30	7	12	8	"Sunday"	4			
"3200"	320	"Kurla Station(W)"	5.10	24.00	"Filterpada"	5.00	0.30	10	12	8	"Holiday"	4			
"3211"	"321Ltd"	"Mahim Bus Station"	5.15	22.05	"Barve Nagar"	5.55	22.10	21	24	22	"Mon-Fri"	2			
"3211"	"321Ltd"	"Bandra Depot"	4.55	22.05	"Barve Nagar"	22.30	23.45				"Mon-Fri"	2			
"3211"	"321Ltd"	"Mahim Bus Station"	5.15	22.05	"Barve Nagar"	5.55	22.20	24	27	29	"Saturday"	3			
"3211"	"321Ltd"	"Mahim Bus Station"	5.15	22.05	"Barve Nagar"	5.55	22.00	26	20	21	"Sun-Hol"	4			
"3211"	"321Ltd"	"Bandra Depot"	4.55		"Barve Nagar"						"Sun-Hol"	4			
"3220"	322	"Vidyavihar Bus Station"	5.35	20.25	"Mahant Road(Parle-E)"	5.55	21.20	19	21	26	"Mon-Fri"	2			
"3220"	322	"Vidyavihar Bus Station"	20.49	23.15	"Terminal Building"	21.37	22.51				"Mon-Fri"	2			
"3220"	322	"Vidyavihar Bus Station"	5.35	20.30	"Mahant Road(Parle-E)"	5.55	21.25	23	26	35	"Sat-Sun-Hol"	3			
"3220"	322	"Vidyavihar Bus Station"	21.05	21.15	"Terminal Building"	21.55	23.00				"Sat-Sun-Hol"	3			
"3230"	323	"Vidyavihar Bus Station"	6.50	21.55	"Sangharsh Nagar"	6.15	22.30	25	34	26	"Mon-Sat"	2			
"3230"	323	"Vidyavihar Bus Station"	7.05	22.00	"Sangharsh Nagar"	6.50	22.35	23	23	25	"Sunday"	4			
"3230"	323	"Vidyavihar Bus Station"	7.05	22.00	"Sangharsh Nagar"	6.50	22.35	27	23	19	"Holiday"	4			
"3240"	324	"Com.P.K.Kurne Chowk"	6.00	23.15	"Marol Maroshi Bus Stn."	6.00	21.45	24	30	26	"Mon-Sat"	2			
"3240"	324	"Com.P.K.Kurne Chowk"	6.00	23.15	"Marol Maroshi Bus Stn."	6.00	21.50	23	28	26	"Sun-Hol"	4			
"3250"	325	"Kurla Station(W)"	6.00	23.40	"Ghatkopar Station(W) "	5.20	22.50	18	20	19	"Mon-Sat"	2			
"3250"	325	"Kurla Station(W)"	6.25	23.35	"Ghatkopar Station(W)"	5.45	22.45	29	29	31	"Sun-Hol"	4			
"3260"	326	"Kurla Station(W)"	7.50	22.15	"Shivshahi Prakalp"	6.30	20.25	28	35	35	"Mon-Sat"	2			
"3260"	326	"Kurla Station(W)"	7.50	21.50	"Shivshahi Prakalp"	6.30	20.10	31	37	39	"Sun-Hol"	4			
"3270"	327	"Goregaon Bus Station(E)"	6.15	23.30	"Shivshahi Prakalp"	5.50	23.04	10	14	14	"Mon-Sat"	2			
"3270"	327	"Goregaon Bus Station(E)"	6.24	23.30	"Shivshahi Prakalp"	6.00	22.59	18	20	17	"Sun-Hol"	4			
"3280"	328	"Bamandaya Pada"	6.30	22.00	"Yari road/Vesave Bus Stn"	6.45	21.00	21	28	29	"Mon-Sat"	2			
"3280"	328	"Bamandaya Pada"	7.30	21.50	"Yari road/Vesave Bus Stn"	8.00	20.55	26	29	29	"Sun-Hol"	4			
"3290"	329	"Shivaji Nagar Bus Station"	5.50	21.00	"Agarkar Chowk"	7.10	22.35	25	28	23	"Mon-Sat"	2			
"3290"	329	"Shivaji Nagar Bus Station"	6.00	21.00	"Agarkar Chowk"	7.10	22.25	20	17	18	"Sun-Hol"	4			
"3301"	"330Ltd"	"Kurla Station(W)"	6.00	20.50	"Seven Bungalow"	6.30	21.15	22	23	25	"All Days"	1			
"3320"	332	"Kurla Station(W)"	4.20	1.40	"Agarkar Chowk"	4.05	1.05	9	13	19	"Mon-Sat"	2			
"3320"	332	" "			"Agarkar Chowk"			9	10	10	"Mon-Sat"	2			
"3320"	332	"Kurla Station(W)"	7.37	11.46	"Saki Naka"	8.07	12.19		25	" "	"Mon-Sat"	2			
"3320"	332	"Kurla Station(W)"	16.00	20.35	"Saki Naka"	16.35	21.10				"Mon-Sat"	2			
"3320"	332	"Kurla Station(W)"	8.15	19.57	"Marol Naka"	8.50	20.37	12	13	14	"Mon-Sat"	2			
"3320"	332	"Kurla Station(W)"	4.20	1.40	"Agarkar Chowk"	4.05	1.06	16	16	13	"Sunday"	4			
"3320"	332	" "						8	7	6	"Sunday"	4			
"3320"	332	"Kurla Station(W)"	4.20	1.40	"Agarkar Chowk"	4.05	1.05	9	11	10	"Holiday"	4			
"3320"	332	" "	" "	" "	" "	" "	" "	5	5	6	"Holiday"	4			
"3330"	333	"New Quarters(Sahar)"	5.35	0.25	"Mahakali Caves"	5.15	24.00	7	9	9	"Mon-Sat-Hol"	2			
"3330"	333	"New Quarters(Sahar)"	6.15	0.25	"Mahakali Caves"	5.50	0.05	7	10	7	"Sunday"	4			
"3340"	334	"Ghatkopar Station(W)"	6.10	20.20	"Marol Depot"	5.40	21.30	8	16	11	"Mon-Sat-Hol"	2			
"3350"	335	"Agarkar Chowk"	6.05	24.30	"Chandivli Sangharsh Nagar"	5.30	23.50	13	15	15	"Mon-Sat-Hol"	2			
"3350"	335	"Agarkar Chowk"	6.20	0.30	"Chandivli Sangharsh Nagar"	6.00	23.45	14	14	16	"Sunday"	4			
"3360"	336	"J.V.P.D.Bus Station"	6.10	21.25	"Vidyavihar Bus Stn."	6.05	22.40	24	29	27	"Mon-Sat"	2			
"3360"	336	"J.V.P.D.Bus Station"	5.50	21.05	"Vidyavihar Bus Stn"	6.45	22.10	20	22	21	"Sunday"	4			
"3360"	336	"J.V.P.D.Bus Station"	5.50	21.05	"Vidyavihar Bus Stn"	6.45	22.10	24	26	21	"Holiday"	4			
"3380"	338	"Agarkar Chowk"	6.30	23.25	"Sahara Cargo Complex"	6.10	23.40	8	13	10	"Mon-Sat"	2			
"3380"	338	"Agarkar Chowk"	6.45	23.20	"Sahara Cargo Complex"	6.25	23.35	6	9	10	"Holiday"	4			
"3380"	338	"Agarkar Chowk"	6.45	23.20	"Sahara Cargo Complex"	6.25	23.35	8	15	11	"Sunday"	4			
"3390"	339	"Juhu Bus Station"	7.05	21.40	"Majas Depot"	6.50	20.20	25	29	17	"Mon-Sat"	2			
"3390"	339	"Santacruz Depot"	5.25	17.35	"Majas Depot"	6.15	16.20	29	30	30	"Mon-Sat"	2			
"3390"	339	"Juhu Bus Station"	7.25	21.25	"Majas Depot"	7.20	20.11	20	34	18	"Sun-Hol"	4			
"3390"	339	"Santacruz Depot"	" "		"Majas Depot"	20.38	22.30				"Sun-Hol"	4			
"3390"	339	"Santacruz Depot"	5.45	14.46	"Majas Depot"	6.30	15.41	30	36	24	"Sun-Hol"	4			
"3400"	340	"Ghatkopar Station(W)"	4.30	1.15	"Agarkar Chowk"	5.00	1.35	5	6	5	"Mon-Sat"	2			
"3400"	340	"Ghatkopar Station(W)"	6.15	22.35	"Agarkar Chowk"	6.40	23.20	13	12	15	"Mon-Sat"	2			
"3400"	340	"Ghatkopar Station(W)"	7.45	11.40	"Asalfa Village"	8.05	12.02				"Mon-Sat"	2			
"3400"	340		16.12	22.40		16.36	20.46				"Mon-Sat"	2			
"3400"	"340Ext"	"Agarkar Chowk"	6.30	8.28	"Barve Nagar"	7.00	9.05	30		42	"Mon-Sat-Hol"	2			
"3400"	"340Ext"	"Agarkar Chowk"	8.55	9.58	"Ghatkopar Stn(W)"	9.43	10.51				"Mon-Sat-Hol"	2			
"3400"	"340Ext"	"Agarkar Chowk"	16.30	" "	"Ghatkopar Stn(W)"	17.25	" "				"Mon-Sat-Hol"	2			
"3400"	340	"Ghatkopar Station(W)"	4.30	1.10	"Agarkar Chowk"	5.00	1.35	7	4	5	"Holiday"	4			
"3400"	340	"Ghatkopar Station(W)"	4.30	1.05	"Agarkar Chowk"	5.00	1.35	8	9	8	"Sunday"	4			
"3400"	340	"Ghatkopar Station(W)"	6.55	22.33	"Agarkar Chowk"	7.28	23.10	5	7	8	"Holiday"	4			
"3400"	340	"Ghatkopar Station(W)"	6.55	22.30	"Agarkar Chowk"	7.28	23.10	7	8	9	"Sunday"	4			
"3410"	341	"Antop Hill"	5.50	0.20	"Dindoshi Bus Station"	4.45	22.55	19	19	20	"Mon-Sat"	2			
"3410"	341	"Antop Hill"	5.45	0.20	"Dindoshi Bus Station"	4.40	23.00	18	14	14	"Sun-Hol"	4			
"3420"	342	"Goregaon Bus Station(E)"	6.55	23.30	"Kokan Vikas"	6.30	23.00	52	59	62	"All Days"	1			
"3430"	343	"Goregaon Bus Station(E)"	5.47	2.00	"Santosh Nagar Extn"	5.30	1.40	6	9	9	"Mon-Sat"	2			
"3430"	343	"Goregaon Bus Station(E)"	6.30	22.55	"Dadasaheb Phalke Film City"	6.50	23.15	13	18	19	"Mon-Sat"	2			
"3430"	343	"Goregaon Bus Station(E)"	6.30	22.55	"Dadasaheb Phalke Film City"	6.50	23.15	17	17	19	"Sun-Hol"	4			
"3430"	343	"Goregaon Bus Station(E)"	5.46	2.00	"Santosh Nagar Extn"	5.30	1.36	9	9	6	"Sun-Hol"	4			
"3444"	"344R"	"Goregaon Bus Station(E)"	5.15	0.15	"N.N.P.Plot No.5(Sankalp Soc.)"	5.00	23.50	5	6	5	"Mon-Sat"	2			
"3444"	"344R"	"Goregaon Bus Station(E)"	7.18	10.32	"Wagheshwari Mandir"	7.00	10.48				"Mon-Sat"	2			
"3444"	"344R"	"Goregaon Bus Station(E)"	16.49	20.56	"Shivshahi Prakalp"	17.17	20.29				"Mon-Sat"	2			
"3444"	"344R"	"Goregaon Bus Station(E)"	5.15	0.15	"N.N.P.Plot No.5(Sankalp Soc.)"	5.00	23.53	7	7	7	"Sun-Hol"	4			
"3450"	345	"Santosh Nagar Extn"	6.15	21.32	"P.Thakre Nagar Bus Station"	7.05	22.35	9	14	12	"Mon-Sat"	2			
"3450"	345	"Santosh Nagar Extn"	20.00	23.35	"Gorai Depot"	5.15	6.50				"Mon-Sat"	2			
