trip_id,start_time,end_time,headway_secs
1374_HOL_UP,06:30:00,07:00:00,900
1374_HOL_UP,07:00:00,11:00:00,660
1374_HOL_UP,11:00:00,17:00:00,720
1374_HOL_UP,17:00:00,20:00:00,720
1374_HOL_UP,20:00:00,22:50:00,900
1374_HOL_DOWN,06:22:00,07:00:00,900
1374_HOL_DOWN,07:00:00,11:00:00,660
1374_HOL_DOWN,11:00:00,17:00:00,720
1374_HOL_DOWN,17:00:00,20:00:00,720
1374_HOL_DOWN,20:00:00,00:00:00,900
1374_MS_UP,06:53:00,07:00:00,1020
1374_MS_UP,07:00:00,11:00:00,420
1374_MS_UP,11:00:00,17:00:00,540
1374_MS_UP,17:00:00,20:00:00,480
1374_MS_UP,20:00:00,22:50:00,420
1374_MS_DOWN,00:00:00,07:00:00,1020
1374_MS_DOWN,07:00:00,11:00:00,420
1374_MS_DOWN,11:00:00,17:00:00,540
1374_MS_DOWN,17:00:00,20:00:00,480
1374_MS_DOWN,20:00:00,00:00:00,420
3780_FW_UP,06:15:00,07:00:00,420
3780_FW_UP,07:00:00,11:00:00,420
3780_FW_UP,11:00:00,17:00:00,660
3780_FW_UP,17:00:00,20:00:00,480
3780_FW_UP,20:00:00,01:30:00,480
3780_FW_DOWN,06:25:00,07:00:00,420
3780_FW_DOWN,07:00:00,11:00:00,420
3780_FW_DOWN,11:00:00,17:00:00,660
3780_FW_DOWN,17:00:00,20:00:00,480
3780_FW_DOWN,20:00:00,01:40:00,480
3710_FW_UP,06:30:00,07:00:00,1440
3710_FW_UP,07:00:00,11:00:00,1680
3710_FW_UP,11:00:00,17:00:00,2100
3710_FW_UP,17:00:00,20:00:00,2280
3710_FW_UP,20:00:00,20:45:00,1680
3710_FW_DOWN,07:25:00,07:00:00,1440
3710_FW_DOWN,07:00:00,11:00:00,1680
3710_FW_DOWN,11:00:00,17:00:00,2100
3710_FW_DOWN,17:00:00,20:00:00,2280
3710_FW_DOWN,20:00:00,20:50:00,1680
0890_HOL_UP,07:00:00,11:00:00,1620
0890_HOL_UP,11:00:00,17:00:00,1740
0890_HOL_UP,17:00:00,20:00:00,1380
0890_HOL_UP,20:00:00,20:00:00,1200
0890_HOL_DOWN,07:00:00,11:00:00,1620
0890_HOL_DOWN,11:00:00,17:00:00,1740
0890_HOL_DOWN,17:00:00,20:00:00,1380
0890_HOL_DOWN,20:00:00,19:20:00,1200
0890_MF_UP,07:50:00,07:00:00,1800
0890_MF_UP,07:00:00,11:00:00,1020
0890_MF_UP,11:00:00,17:00:00,1380
0890_MF_UP,17:00:00,20:00:00,1200
0890_MF_UP,20:00:00,21:10:00,1200
0890_MF_DOWN,07:00:00,07:00:00,1800
0890_MF_DOWN,07:00:00,11:00:00,1020
0890_MF_DOWN,11:00:00,17:00:00,1380
0890_MF_DOWN,17:00:00,20:00:00,1200
0890_MF_DOWN,20:00:00,20:20:00,1200
0890_SAT_UP,07:00:00,11:00:00,1260
0890_SAT_UP,11:00:00,17:00:00,1380
0890_SAT_UP,17:00:00,20:00:00,1380
0890_SAT_UP,20:00:00,21:25:00,1380
0890_SAT_DOWN,07:00:00,11:00:00,1260
0890_SAT_DOWN,11:00:00,17:00:00,1380
0890_SAT_DOWN,17:00:00,20:00:00,1380
0890_SAT_DOWN,20:00:00,20:20:00,1380
1004_MF_UP,07:00:00,11:00:00,240
1004_MF_UP,11:00:00,17:00:00,360
1004_MF_UP,17:00:00,20:00:00,240
1004_MF_DOWN,07:00:00,11:00:00,240
1004_MF_DOWN,11:00:00,17:00:00,360
1004_MF_DOWN,17:00:00,20:00:00,240
1004_SAT_UP,07:00:00,11:00:00,240
1004_SAT_UP,11:00:00,17:00:00,240
1004_SAT_UP,17:00:00,20:00:00,240
1004_SAT_DOWN,07:00:00,11:00:00,240
1004_SAT_DOWN,11:00:00,17:00:00,240
1004_SAT_DOWN,17:00:00,20:00:00,240
2894_SUN_UP,05:35:00,07:00:00,900
2894_SUN_UP,07:00:00,11:00:00,720
2894_SUN_UP,11:00:00,17:00:00,780
2894_SUN_UP,17:00:00,20:00:00,780
2894_SUN_UP,20:00:00,23:35:00,780
2894_SUN_DOWN,05:49:00,07:00:00,900
2894_SUN_DOWN,07:00:00,11:00:00,720
2894_SUN_DOWN,11:00:00,17:00:00,780
2894_SUN_DOWN,17:00:00,20:00:00,780
2894_SUN_DOWN,20:00:00,23:15:00,780
2894_HOL_UP,05:35:00,07:00:00,900
2894_HOL_UP,07:00:00,11:00:00,540
2894_HOL_UP,11:00:00,17:00:00,720
2894_HOL_UP,17:00:00,20:00:00,600
2894_HOL_UP,20:00:00,23:35:00,600
2894_HOL_DOWN,05:49:00,07:00:00,900
2894_HOL_DOWN,07:00:00,11:00:00,540
2894_HOL_DOWN,11:00:00,17:00:00,720
2894_HOL_DOWN,17:00:00,20:00:00,600
2894_HOL_DOWN,20:00:00,23:14:00,600
